region,title,rent_type,community,area,rooms,direction,floor,price,unit_price,tags,source,url,scraped_at,lat,lng
tangzhen,整租·张江公馆 4室1厅 南/北,整租,张江公馆,105.21,4室1厅,南/北,,7800,74.1,,,https://sh.lianjia.com/zufang/SH1924120847379857408.html,2026-04-22 19:35:36,31.203011,121.636359
tangzhen,整租·光明·唐镇壹号 1室1厅 南,整租,光明·唐镇壹号,68.25,1室1厅,南,,4800,70.3,,,https://sh.lianjia.com/zufang/SH2148283045877121024.html,2026-04-22 19:35:36,31.238159,121.686395
tangzhen,整租·毕加索小镇一期(住宅) 1室1厅 南,整租,毕加索小镇一期(住宅),66.00,1室1厅,南,,4980,75.5,,,https://sh.lianjia.com/zufang/SH1948691835383709696.html,2026-04-22 19:36:24,31.216245,121.647846
tangzhen,独栋·寓见公寓 唐安路店 不短租 精美整租一居室，采光好 开间,独栋,寓见公寓 唐安路店 不短租 精美整租一居室，采光好 开间,25.00,,,,2500,100.0,,,https://sh.lianjia.com/apartment/105055.html,2026-04-22 19:35:47,31.258264,121.335396
tangzhen,整租·唐丰苑 2室1厅 南,整租,唐丰苑,78.00,2室1厅,南,,4800,61.5,,,https://sh.lianjia.com/zufang/SH2144051067074117632.html,2026-04-22 19:36:24,31.199766,121.65249
tangzhen,独栋·柚米 上海唐镇地铁站柚米寓 特价先到先得！品牌公寓 2 号线直达 精装全配 民用水电 拎包即住 1室1厅,独栋,柚米 上海唐镇地铁站柚米寓 特价先到先得！品牌公寓 2 号线直达 精装全配 民用水电 拎包即住,35.00,1室1厅,,,3618,103.4,,,https://sh.lianjia.com/apartment/17466.html,2026-04-22 19:35:36,,
tangzhen,整租·华发半岛华庭 4室2厅 南,整租,华发半岛华庭,130.00,4室2厅,南,,11550,88.8,,,https://sh.lianjia.com/zufang/SH2066713520031924224.html,2026-04-22 19:36:24,31.148733,121.417747
tangzhen,整租·浦发罗兰翡丽 3室2厅 南,整租,浦发罗兰翡丽,98.00,3室2厅,南,,8200,83.7,,,https://sh.lianjia.com/zufang/SH2127322413937983488.html,2026-04-22 19:35:36,31.461212,121.329605
tangzhen,整租·玉兰香苑(四期) 3室2厅 南,整租,玉兰香苑(四期),118.81,3室2厅,南,,7300,61.4,,,https://sh.lianjia.com/zufang/SH2150877297702338560.html,2026-04-22 19:36:24,31.20097,121.63763
tangzhen,独栋·青教公寓 唐镇店 工业风复式间可办居住 1室1厅,独栋,青教公寓 唐镇店 工业风复式间可办居住,30.00,1室1厅,,,1880-2780,,,,https://sh.lianjia.com/apartment/15104.html,2026-04-22 19:35:36,31.199494,121.661063
tangzhen,整租·保利金爵公寓 2室1厅 南/北,整租,保利金爵公寓,71.36,2室1厅,南/北,,5300,74.3,,,https://sh.lianjia.com/zufang/SH2093189983010553856.html,2026-04-22 19:36:24,31.203411,121.653122
tangzhen,独栋·唐巢公寓 高科坊 轻奢智能大床房，大窗 1室1厅,独栋,唐巢公寓 高科坊 轻奢智能大床房，大窗,30.00,1室1厅,,,2300-2600,,,,https://sh.lianjia.com/apartment/2005.html,2026-04-22 19:35:36,31.219419,121.688499
tangzhen,整租·保集澜湾(公寓) 3室2厅 南,整租,保集澜湾(公寓),131.24,3室2厅,南,,9000,68.6,,,https://sh.lianjia.com/zufang/SH2157476541884268544.html,2026-04-22 19:36:34,31.239658,121.675618
tangzhen,整租·齐友佳苑 3室1厅 南/北,整租,齐友佳苑,85.00,3室1厅,南/北,,5460,64.2,,,https://sh.lianjia.com/zufang/SH2025057934689435648.html,2026-04-22 19:35:36,31.205326,121.671957
tangzhen,独栋·荟居酒店 丽雅路店 特惠特惠 唐镇商圈 拎包入住 精装阳光房 开间,独栋,荟居酒店 丽雅路店 特惠特惠 唐镇商圈 拎包入住 精装阳光房 开间,32.51,,,,2500-2900,,,,https://sh.lianjia.com/apartment/67125.html,2026-04-22 19:35:47,31.228905,121.687847
tangzhen,整租·阳光城魔都 1室1厅 南,整租,阳光城魔都,39.00,1室1厅,南,,4620,118.5,,,https://sh.lianjia.com/zufang/SH2097641529806946304.html,2026-04-22 19:36:34,31.215661,121.656317
tangzhen,整租·光明·唐镇壹号 3室2厅 南/北,整租,光明·唐镇壹号,144.73,3室2厅,南/北,,7400,51.1,,,https://sh.lianjia.com/zufang/SH2155202101695741952.html,2026-04-22 19:35:47,31.238159,121.686395
tangzhen,整租·大湾名苑 3室1厅 南,整租,大湾名苑,128.00,3室1厅,南,,4900,38.3,,,https://sh.lianjia.com/zufang/SH2006284828395175936.html,2026-04-22 19:36:34,31.245099,121.685611
tangzhen,整租·阳光城魔都 1室1厅 南,整租,阳光城魔都,39.00,1室1厅,南,,4500,115.4,,,https://sh.lianjia.com/zufang/SH2150909028748754944.html,2026-04-22 19:35:36,31.215661,121.656317
tangzhen,整租·保利金色唐城 3室1厅 南/北,整租,保利金色唐城,76.00,3室1厅,南/北,,5565,73.2,,,https://sh.lianjia.com/zufang/SH1893684420724916224.html,2026-04-22 19:35:36,31.205083,121.657491
