region,title,rent_type,community,area,rooms,direction,floor,price,unit_price,tags,source,url,scraped_at,lat,lng
jinqiao,整租·沪东新村 1室0厅 南,整租,沪东新村,36.44,1室0厅,南,,2900,79.6,,,https://sh.lianjia.com/zufang/SH1750529154027094016.html,2026-04-22 17:58:06,31.271647,121.582621
jinqiao,整租·浦三小区 2室1厅 南/北,整租,浦三小区,69.41,2室1厅,南/北,,4600,66.3,,,https://sh.lianjia.com/zufang/SH2139338390473015296.html,2026-04-22 16:55:43,31.188511,121.51892
jinqiao,独栋·星领域 金桥店 “懒人”福音！博兴路精致公寓，真正拎包入住，0杂费 1室1厅,独栋,星领域 金桥店 “懒人”福音！博兴路精致公寓，真正拎包入住，0杂费,20.00,1室1厅,,,2210,110.5,,,https://sh.lianjia.com/apartment/72145.html,2026-04-22 17:55:50,31.276225,121.603718
jinqiao,整租·金桥商务公寓 1室1厅 东南,整租,金桥商务公寓,72.00,1室1厅,东南,,4200,58.3,,,https://sh.lianjia.com/zufang/SH2017125206908207104.html,2026-04-22 17:58:06,31.24865,121.599501
jinqiao,整租·融创精彩天地 1室1厅 南,整租,融创精彩天地,45.07,1室1厅,南,,4800,106.5,,,https://sh.lianjia.com/zufang/SH2146549065419063296.html,2026-04-22 16:55:39,31.276572,121.597766
jinqiao,整租·金桥新家园 2室1厅 南,整租,金桥新家园,79.88,2室1厅,南,,6800,85.1,,,https://sh.lianjia.com/zufang/SH2147648660760952832.html,2026-04-22 16:55:39,31.255916,121.587612
jinqiao,整租·碧云东壹栋 1室1厅 东南,整租,碧云东壹栋,57.00,1室1厅,东南,,4600,80.7,,,https://sh.lianjia.com/zufang/SH2152669911724326912.html,2026-04-22 16:55:39,31.250368,121.596964
jinqiao,整租·阳光欧洲城别墅(一期) 4室3厅 复式 东南,整租,阳光欧洲城别墅(一期),258.82,4室3厅,,,14500,56.0,,,https://sh.lianjia.com/zufang/SH2153512116206698496.html,2026-04-22 16:55:43,31.269315,121.608412
jinqiao,整租·沪南船舶小区 1室1厅 南,整租,沪南船舶小区,48.79,1室1厅,南,,3800,77.9,,,https://sh.lianjia.com/zufang/SH2151181060954652672.html,2026-04-22 16:55:43,31.267889,121.580103
jinqiao,整租·绿景苑 2室2厅 南,整租,绿景苑,107.80,2室2厅,南,,8500,78.8,,,https://sh.lianjia.com/zufang/SH2149474267752824832.html,2026-04-22 18:33:39,31.256518,121.597727
jinqiao,整租·船舶新村 1室1厅 南,整租,船舶新村,46.32,1室1厅,南,,3100,66.9,,,https://sh.lianjia.com/zufang/SH2152441391622389760.html,2026-04-22 16:55:43,31.267639,121.578423
jinqiao,整租·碧云东壹栋 1室1厅 南,整租,碧云东壹栋,66.14,1室1厅,南,,4800,72.6,,,https://sh.lianjia.com/zufang/SH2154806932806828032.html,2026-04-22 16:55:43,31.250368,121.596964
jinqiao,整租·金桥一方 3室2厅 南,整租,金桥一方,121.61,3室2厅,南,,7800,64.1,,,https://sh.lianjia.com/zufang/SH2146203051566825472.html,2026-04-22 16:55:43,31.274977,121.602814
jinqiao,整租·贝尔新村 2室1厅 南,整租,贝尔新村,51.99,2室1厅,南,,4500,86.6,,,https://sh.lianjia.com/zufang/SH2139763173576671232.html,2026-04-22 18:33:39,31.253261,121.595955
jinqiao,独栋·宏竣发公寓 金皖路店 甄选整租一居室北外窗 1室1厅,独栋,宏竣发公寓 金皖路店 甄选整租一居室北外窗,30.00,1室1厅,,,3500,116.7,,,https://sh.lianjia.com/apartment/105193.html,2026-04-22 17:55:50,31.323485,121.46076
jinqiao,整租·博一小区 1室1厅 南,整租,博一小区,43.00,1室1厅,南,,3600,83.7,,,https://sh.lianjia.com/zufang/SH2146479801827852288.html,2026-04-22 16:55:43,31.265597,121.58572
jinqiao,整租·柳博小区(柳一小区) 2室1厅 南,整租,柳博小区(柳一小区),42.18,2室1厅,南,,4200,99.6,,,https://sh.lianjia.com/zufang/SH2151324919051321344.html,2026-04-22 18:33:39,31.262447,121.582392
jinqiao,整租·碧云东壹栋 1室1厅 东,整租,碧云东壹栋,56.60,1室1厅,东,,4400,77.7,,,https://sh.lianjia.com/zufang/SH2096878818571583488.html,2026-04-22 16:55:43,31.250368,121.596964
jinqiao,整租·璞真园 3室2厅 南,整租,璞真园,99.63,3室2厅,南,,7800,78.3,,,https://sh.lianjia.com/zufang/SH2138871103894847488.html,2026-04-22 16:55:43,31.275259,121.586907
jinqiao,整租·东二小区 2室1厅 东,整租,东二小区,64.59,2室1厅,东,,4800,74.3,,,https://sh.lianjia.com/zufang/SH2150574884051222528.html,2026-04-22 18:33:39,31.268485,121.596282
jinqiao,整租·碧云新天地(一期) 3室2厅 南,整租,碧云新天地(一期),146.00,3室2厅,南,,11000,75.3,,,https://sh.lianjia.com/zufang/SH2139230384955588608.html,2026-04-22 16:55:43,31.21915,121.475062
jinqiao,独栋·漫家公寓 漫家公寓·上海金吉路店 精致温馨LOFT，2居室， 采光通透，金吉路地铁站附近 2室1厅,独栋,漫家公寓 漫家公寓·上海金吉路店 精致温馨LOFT，2居室， 采光通透，金吉路地铁站附近,80.00,2室1厅,,,4150,51.9,,,https://sh.lianjia.com/apartment/106121.html,2026-04-22 16:55:43,31.264992,121.630217
jinqiao,整租·碧云新天地(二期) 3室2厅 南,整租,碧云新天地(二期),104.26,3室2厅,南,,9800,94.0,,,https://sh.lianjia.com/zufang/SH2139563473950998528.html,2026-04-22 16:55:43,31.261136,121.589443
jinqiao,整租·上泰雅苑 2室2厅 南,整租,上泰雅苑,100.44,2室2厅,南,,7600,75.7,,,https://sh.lianjia.com/zufang/SH2152963142802472960.html,2026-04-22 16:55:43,31.278808,121.582534
jinqiao,整租·博一小区 2室1厅 南,整租,博一小区,71.31,2室1厅,南,,5300,74.3,,,https://sh.lianjia.com/zufang/SH2153866160133636096.html,2026-04-22 16:55:43,31.265597,121.58572
jinqiao,整租·碧云新天地(二期) 3室1厅 南,整租,碧云新天地(二期),107.07,3室1厅,南,,9000,84.1,,,https://sh.lianjia.com/zufang/SH2154068552900935680.html,2026-04-22 16:55:43,31.261136,121.589443
jinqiao,整租·东陆新村六街坊 1室1厅 南,整租,东陆新村六街坊,48.97,1室1厅,南,,4680,95.6,,,https://sh.lianjia.com/zufang/SH2154128049661018112.html,2026-04-22 16:55:43,31.278817,121.596865
jinqiao,整租·禹洲金桥国际 1室1厅 南,整租,禹洲金桥国际,45.24,1室1厅,南,,5000,110.5,,,https://sh.lianjia.com/zufang/SH2154458957446381568.html,2026-04-22 16:55:43,31.25595,121.613021
jinqiao,整租·证大家园(二期) 3室2厅 南,整租,证大家园(二期),110.12,3室2厅,南,,7500,68.1,,,https://sh.lianjia.com/zufang/SH2150230395247919104.html,2026-04-22 16:55:43,31.283376,121.600718
jinqiao,整租·南二街坊 3室1厅 南,整租,南二街坊,84.00,3室1厅,南,,6600,78.6,,,https://sh.lianjia.com/zufang/SH2153456356487593984.html,2026-04-22 16:55:49,31.282998,121.417968
jinqiao,整租·证大家园(三期) 3室2厅 南,整租,证大家园(三期),108.48,3室2厅,南,,7500,69.1,,,https://sh.lianjia.com/zufang/SH2074707584232718336.html,2026-04-22 16:55:49,31.281218,121.596349
jinqiao,整租·中星长岛苑 3室2厅 南,整租,中星长岛苑,129.18,3室2厅,南,,8300,64.3,,,https://sh.lianjia.com/zufang/SH2120892720649076736.html,2026-04-22 16:55:49,31.266421,121.579901
jinqiao,整租·金燕家苑 3室2厅 南,整租,金燕家苑,111.67,3室2厅,南,,8000,71.6,,,https://sh.lianjia.com/zufang/SH2148614161234395136.html,2026-04-22 16:55:49,31.25422,121.594239
jinqiao,整租·金桥新城 1室2厅 南,整租,金桥新城,88.19,1室2厅,南,,7000,79.4,,,https://sh.lianjia.com/zufang/SH2151644630314123264.html,2026-04-22 16:55:49,31.262758,121.609483
jinqiao,整租·金巷小区（10弄3支弄高层） 1室1厅 南,整租,金巷小区（10弄3支弄高层）,60.48,1室1厅,南,,4700,77.7,,,https://sh.lianjia.com/zufang/SH2149032562448662528.html,2026-04-22 16:55:49,31.257926,121.598943
jinqiao,整租·中环滨江大厦 1室1厅 西,整租,中环滨江大厦,36.58,1室1厅,西,,3300,90.2,,,https://sh.lianjia.com/zufang/SH2141512962316173312.html,2026-04-22 16:55:49,31.293338,121.398146
jinqiao,整租·中环滨江大厦 1室1厅 北,整租,中环滨江大厦,36.28,1室1厅,北,,4000,110.3,,,https://sh.lianjia.com/zufang/SH2147256327297040384.html,2026-04-22 16:55:49,31.293338,121.398146
jinqiao,整租·陈家宅小区(浦东大道) 1室1厅 南,整租,陈家宅小区(浦东大道),45.00,1室1厅,南,,3800,84.4,,,https://sh.lianjia.com/zufang/SH2141425114980286464.html,2026-04-22 16:55:49,31.266066,121.572987
jinqiao,整租·伟业金锦苑一村 1室1厅 南,整租,伟业金锦苑一村,57.08,1室1厅,南,,4800,84.1,,,https://sh.lianjia.com/zufang/SH2154237997371883520.html,2026-04-22 16:55:49,31.230525,121.473667
jinqiao,整租·柳博小区(博二小区) 3室0厅 南,整租,柳博小区(博二小区),63.59,3室0厅,南,,5300,83.3,,,https://sh.lianjia.com/zufang/SH2127321230510915584.html,2026-04-22 16:55:49,31.2612,121.583422
jinqiao,整租·东陆锦悦苑 3室2厅 南,整租,东陆锦悦苑,105.00,3室2厅,南,,7000,66.7,,,https://sh.lianjia.com/zufang/SH2145501045831237632.html,2026-04-22 16:55:49,31.267991,121.60229
jinqiao,整租·同方锦城（C区） 1室1厅 南,整租,同方锦城（C区）,77.00,1室1厅,南,,5800,75.3,,,https://sh.lianjia.com/zufang/SH2111819939013722112.html,2026-04-22 16:55:49,31.26752,121.586415
jinqiao,整租·证大家园(四期) 1室1厅 南,整租,证大家园(四期),65.00,1室1厅,南,,6000,92.3,,,https://sh.lianjia.com/zufang/SH2149860544402685952.html,2026-04-22 16:55:49,31.283374,121.595857
jinqiao,整租·东方丽景 3室2厅 南,整租,东方丽景,145.83,3室2厅,南,,9700,66.5,,,https://sh.lianjia.com/zufang/SH2143585650337644544.html,2026-04-22 16:55:49,31.280379,121.586845
jinqiao,整租·朱家门小区 1室1厅 南,整租,朱家门小区,48.49,1室1厅,南,,4000,82.5,,,https://sh.lianjia.com/zufang/SH2155960639997083648.html,2026-04-22 16:55:49,31.276015,121.5813
jinqiao,整租·阳光城市家园 3室1厅 南,整租,阳光城市家园,81.53,3室1厅,南,,5500,67.5,,,https://sh.lianjia.com/zufang/SH2146187356481257472.html,2026-04-22 16:55:49,31.272103,121.614237
jinqiao,整租·同方锦城（C区） 1室2厅 南,整租,同方锦城（C区）,71.28,1室2厅,南,,7300,102.4,,,https://sh.lianjia.com/zufang/SH2138661994041966592.html,2026-04-22 16:55:49,31.26752,121.586415
jinqiao,整租·金海商业广场 1室1厅 南,整租,金海商业广场,57.00,1室1厅,南,,3600,63.2,,,https://sh.lianjia.com/zufang/SH2138239629097172992.html,2026-04-22 16:55:49,31.259325,121.605219
jinqiao,整租·金桥新村四街坊 1室0厅 南,整租,金桥新村四街坊,32.18,1室0厅,南,,3380,105.0,,,https://sh.lianjia.com/zufang/SH2149349077278523392.html,2026-04-22 16:55:49,31.263424,121.592793
jinqiao,整租·福建天安大厦 1室1厅 南,整租,福建天安大厦,98.15,1室1厅,南,,6000,61.1,,,https://sh.lianjia.com/zufang/SH2104844041240707072.html,2026-04-22 16:55:49,,
jinqiao,整租·中大苑 3室1厅 南/北,整租,中大苑,95.00,3室1厅,南/北,,6500,68.4,,,https://sh.lianjia.com/zufang/SH2149826880679706624.html,2026-04-22 16:55:49,31.26933,121.59349
jinqiao,整租·东陆新村六街坊 1室1厅 南,整租,东陆新村六街坊,47.00,1室1厅,南,,4200,89.4,,,https://sh.lianjia.com/zufang/SH2151578756014145536.html,2026-04-22 16:55:49,31.278817,121.596865
jinqiao,整租·蓝城小区 1室1厅 南,整租,蓝城小区,48.00,1室1厅,南,,4200,87.5,,,https://sh.lianjia.com/zufang/SH2151604293562531840.html,2026-04-22 16:55:49,31.264172,121.579718
jinqiao,整租·寿一小区 1室1厅 南,整租,寿一小区,48.00,1室1厅,南,,4700,97.9,,,https://sh.lianjia.com/zufang/SH2149746991624617984.html,2026-04-22 16:55:49,31.273477,121.583101
jinqiao,整租·禹洲蓝爵 1室1厅 南,整租,禹洲蓝爵,41.74,1室1厅,南,,4200,100.6,,,https://sh.lianjia.com/zufang/SH2071899907190423552.html,2026-04-22 16:55:49,31.257172,121.610354
jinqiao,整租·永建路86弄 1室1厅 南,整租,永建路86弄,56.61,1室1厅,南,,4800,84.8,,,https://sh.lianjia.com/zufang/SH2150580840415887360.html,2026-04-22 16:55:49,31.264119,121.61653
jinqiao,整租·融创精彩天地 1室1厅 南,整租,融创精彩天地,39.59,1室1厅,南,,4700,118.7,,,https://sh.lianjia.com/zufang/SH2137536173894008832.html,2026-04-22 16:55:49,31.276572,121.597766
jinqiao,整租·东陆新村五街坊 1室1厅 南,整租,东陆新村五街坊,42.43,1室1厅,南,,5000,117.8,,,https://sh.lianjia.com/zufang/SH2143010358506291200.html,2026-04-22 16:55:49,31.278712,121.592784
jinqiao,整租·柳博小区(柳一小区) 1室1厅 南,整租,柳博小区(柳一小区),47.00,1室1厅,南,,4000,85.1,,,https://sh.lianjia.com/zufang/SH2152280133031952384.html,2026-04-22 16:55:53,31.262447,121.582392
jinqiao,整租·陈家宅小区(浦东大道) 1室1厅 南/北,整租,陈家宅小区(浦东大道),40.00,1室1厅,南/北,,3300,82.5,,,https://sh.lianjia.com/zufang/SH2102725416912420864.html,2026-04-22 16:55:53,31.266066,121.572987
jinqiao,整租·证大家园(四期) 1室1厅 南,整租,证大家园(四期),67.24,1室1厅,南,,5000,74.4,,,https://sh.lianjia.com/zufang/SH2127772626192433152.html,2026-04-22 16:55:53,31.283374,121.595857
jinqiao,整租·晶波坊 1室1厅 南,整租,晶波坊,52.15,1室1厅,南,,4500,86.3,,,https://sh.lianjia.com/zufang/SH1950473026206171136.html,2026-04-22 16:55:53,31.285102,121.579925
jinqiao,整租·金葵新城(东区) 3室1厅 南,整租,金葵新城(东区),99.99,3室1厅,南,,7200,72.0,,,https://sh.lianjia.com/zufang/SH2126223532487606272.html,2026-04-22 16:55:53,31.24031,121.630969
jinqiao,整租·金桥新城 2室2厅 东南,整租,金桥新城,99.69,2室2厅,东南,,7000,70.2,,,https://sh.lianjia.com/zufang/SH2092834483286835200.html,2026-04-22 16:55:53,31.262758,121.609483
jinqiao,整租·金桥新村四街坊 1室1厅 南,整租,金桥新村四街坊,50.90,1室1厅,南,,4000,78.6,,,https://sh.lianjia.com/zufang/SH2126656851960397824.html,2026-04-22 16:55:53,31.263424,121.592793
jinqiao,整租·金巷小区（10弄3支弄高层） 1室1厅 南,整租,金巷小区（10弄3支弄高层）,60.48,1室1厅,南,,4500,74.4,,,https://sh.lianjia.com/zufang/SH2106570609386323968.html,2026-04-22 16:55:53,31.257926,121.598943
jinqiao,整租·丽江锦庭 3室2厅 北,整租,丽江锦庭,122.49,3室2厅,北,,6300,51.4,,,https://sh.lianjia.com/zufang/SH2154905168708108288.html,2026-04-22 16:55:53,,
jinqiao,整租·中星长岛苑 3室2厅 南,整租,中星长岛苑,129.14,3室2厅,南,,8300,64.3,,,https://sh.lianjia.com/zufang/SH2155540543168315392.html,2026-04-22 16:55:53,31.266421,121.579901
jinqiao,整租·中环滨江大厦 1室1厅 南,整租,中环滨江大厦,36.00,1室1厅,南,,4000,111.1,,,https://sh.lianjia.com/zufang/SH2154812693419130880.html,2026-04-22 16:55:53,31.293338,121.398146
jinqiao,整租·金桥新村四街坊 1室1厅 南,整租,金桥新村四街坊,41.66,1室1厅,南,,3700,88.8,,,https://sh.lianjia.com/zufang/SH2149458935722016768.html,2026-04-22 16:55:53,31.263424,121.592793
jinqiao,整租·朱家门小区 1室1厅 南,整租,朱家门小区,47.90,1室1厅,南,,3500,73.1,,,https://sh.lianjia.com/zufang/SH2123276451967926272.html,2026-04-22 16:55:53,31.276015,121.5813
jinqiao,整租·连城苑 3室1厅 南,整租,连城苑,120.95,3室1厅,南,,13000,107.5,,,https://sh.lianjia.com/zufang/SH2128821004871401472.html,2026-04-22 16:55:53,31.258503,121.585361
jinqiao,整租·东陆新村七街坊 2室1厅 南,整租,东陆新村七街坊,76.39,2室1厅,南,,5500,72.0,,,https://sh.lianjia.com/zufang/SH2153079922443157504.html,2026-04-22 16:55:53,31.274681,121.600566
jinqiao,整租·金燕家苑 2室2厅 南/北,整租,金燕家苑,90.49,2室2厅,南/北,,7200,79.6,,,https://sh.lianjia.com/zufang/SH2034523287068868608.html,2026-04-22 16:55:53,31.25422,121.594239
jinqiao,整租·柳博小区(博二小区) 2室1厅 南,整租,柳博小区(博二小区),71.37,2室1厅,南,,4400,61.7,,,https://sh.lianjia.com/zufang/SH2101571701203533824.html,2026-04-22 16:55:53,31.2612,121.583422
jinqiao,整租·金葵佳苑 3室1厅 南,整租,金葵佳苑,83.27,3室1厅,南,,6000,72.1,,,https://sh.lianjia.com/zufang/SH2149701059486941184.html,2026-04-22 16:55:53,31.240335,121.63521
jinqiao,整租·沪东新村 2室1厅 南,整租,沪东新村,68.00,2室1厅,南,,4500,66.2,,,https://sh.lianjia.com/zufang/SH2150969991766212608.html,2026-04-22 16:55:53,31.271647,121.582621
jinqiao,整租·晶波坊 2室1厅 南,整租,晶波坊,61.44,2室1厅,南,,5000,81.4,,,https://sh.lianjia.com/zufang/SH2155650284485869568.html,2026-04-22 16:55:53,31.285102,121.579925
jinqiao,整租·沪东新村 1室1厅 南,整租,沪东新村,35.94,1室1厅,南,,2700,75.1,,,https://sh.lianjia.com/zufang/SH2122562968813043712.html,2026-04-22 16:55:53,31.271647,121.582621
jinqiao,整租·贝尔新村 2室1厅 南,整租,贝尔新村,58.56,2室1厅,南,,4200,71.7,,,https://sh.lianjia.com/zufang/SH2144753177696665600.html,2026-04-22 16:55:53,31.253261,121.595955
jinqiao,整租·沪东新村 1室1厅 南,整租,沪东新村,44.65,1室1厅,南,,4000,89.6,,,https://sh.lianjia.com/zufang/SH2144066580655374336.html,2026-04-22 16:55:53,31.271647,121.582621
jinqiao,整租·陈家宅小区(浦东大道) 1室1厅 南,整租,陈家宅小区(浦东大道),33.00,1室1厅,南,,3500,106.1,,,https://sh.lianjia.com/zufang/SH2154130520521310208.html,2026-04-22 16:56:10,31.266066,121.572987
jinqiao,整租·柳博小区(博二小区) 1室1厅 南,整租,柳博小区(博二小区),42.94,1室1厅,南,,3600,83.8,,,https://sh.lianjia.com/zufang/SH2140715978571382784.html,2026-04-22 16:55:53,31.2612,121.583422
jinqiao,整租·金桥新村四街坊 1室0厅 南,整租,金桥新村四街坊,32.18,1室0厅,南,,4100,127.4,,,https://sh.lianjia.com/zufang/SH2149450497411514368.html,2026-04-22 16:56:10,31.263424,121.592793
jinqiao,整租·阳光欧洲城别墅(四期) 5室3厅 复式 南,整租,阳光欧洲城别墅(四期),181.50,5室3厅,,,18000,99.2,,,https://sh.lianjia.com/zufang/SH2148334998124494848.html,2026-04-22 16:55:53,31.27177,121.610984
jinqiao,整租·沪东新村 2室1厅 南,整租,沪东新村,62.95,2室1厅,南,,4500,71.5,,,https://sh.lianjia.com/zufang/SH2138507746826256384.html,2026-04-22 16:56:10,31.271647,121.582621
jinqiao,整租·沪东新村 1室0厅 南,整租,沪东新村,26.24,1室0厅,南,,2400,91.5,,,https://sh.lianjia.com/zufang/SH1870369160953856000.html,2026-04-22 16:55:53,31.271647,121.582621
jinqiao,整租·新紫茂国际 2室2厅 东,整租,新紫茂国际,56.72,2室2厅,东,,4800,84.6,,,https://sh.lianjia.com/zufang/SH2111770017405075456.html,2026-04-22 16:56:10,31.279789,121.609194
jinqiao,整租·永业小区 2室0厅 南,整租,永业小区,50.00,2室0厅,南,,4500,90.0,,,https://sh.lianjia.com/zufang/SH2143192482807021568.html,2026-04-22 16:56:10,31.265612,121.612962
jinqiao,整租·寿二小区 2室1厅 南/北,整租,寿二小区,49.19,2室1厅,南/北,,4500,91.5,,,https://sh.lianjia.com/zufang/SH2148267984290840576.html,2026-04-22 16:56:16,31.274641,121.584828
